Model;Scenario;Region;Variable;Unit;1970;1975;1980;1985;1990;1995;2000;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
IMAGE 3.3;CONS_19;RUS;Resources|Nitrogen|Cropland Budget|Inputs|Biological Fixation;Mt Nr/yr;0.7845605550000001;0.7902129;0.76448369;0.8006567800000001;0.7947914;0.72645333;0.6940770300000001;0.6954579000000001;0.7295844250000001;0.8108178300000001;0.90976201;0.95006387;0.9710749000000001;0.9851740800000001;0.9913390500000001;0.979723855;0.9847715300000001;0.9767603600000001;0.9698714;0.9674064950000001;0.9718969900000001;0.9644662350000001;0.9583391800000001;0.948461985;0.9401977450000001;0.9327327200000001;0.9226138700000001
IMAGE 3.3;CONS_19;RSAF;Resources|Nitrogen|Cropland Budget|Inputs|Biological Fixation;Mt Nr/yr;0.13863665;0.14839660000000002;0.15366000000000002;0.1613912;0.17455705000000002;0.18282355;0.2034128999999999;0.2318520999999999;0.30858280000000005;0.3805722;0.37997780000000003;0.45000735000000003;0.5176516;0.6013497;0.73656845;0.9267174;1.0923558;1.1852914;1.2148985;1.2698582;1.3708394000000002;1.3757842500000002;1.3862744500000002;1.39072715;1.3965738;1.38808455;1.3791328500000002
IMAGE 3.3;CONS_19;RSAS;Resources|Nitrogen|Cropland Budget|Inputs|Biological Fixation;Mt Nr/yr;0.5105597900000001;0.5803399100000001;0.58649721;0.5850561550000001;0.5735318300000001;0.5645538050000001;0.580381355;0.5770669;0.572256685;0.591039015;0.61606918;0.609252305;0.6373063950000001;0.6479937400000001;0.656417225;0.6526014;0.653739085;0.663011325;0.673496155;0.6778466200000001;0.6800049;0.6803912950000001;0.6804689700000001;0.6855701200000001;0.688562595;0.6897483050000001;0.6913757450000001
IMAGE 3.3;CONS_19;SAF;Resources|Nitrogen|Cropland Budget|Inputs|Biological Fixation;Mt Nr/yr;0.10001231000000001;0.101352095;0.129576365;0.127922175;0.11223603500000001;0.11271087;0.11483699000000001;0.11904440000000001;0.122995455;0.14164444;0.1595973;0.16314362000000002;0.167696265;0.16881113;0.17765296500000002;0.18278699;0.18393;0.187232285;0.189770455;0.19574206000000002;0.20642726;0.21140440000000002;0.21761126;0.222510225;0.2264883;0.22705899000000002;0.22514687500000002
IMAGE 3.3;CONS_19;SEAS;Resources|Nitrogen|Cropland Budget|Inputs|Biological Fixation;Mt Nr/yr;0.668809835;0.717855161;0.7554742125;0.804609424;0.848785773;0.892596711;0.9562113905;1.04033394;1.1461364285;1.140071328;1.097706525;1.099674306;1.111019996;1.1202337900000001;1.1280220890000001;1.136460155;1.1462831740000001;1.1502156015;1.1542218145;1.158676169;1.1628749295;1.1673547625;1.1714357135;1.1746174740000002;1.1780875320000002;1.1787718265;1.1800430000000002
IMAGE 3.3;CONS_19;RSAM;Resources|Nitrogen|Cropland Budget|Inputs|Biological Fixation;Mt Nr/yr;0.5125524;0.47712580000000004;0.6366397;0.8960085000000001;1.0803276000000002;1.3015198000000001;1.9396920000000002;2.7986762;3.2156224;4.160135400000001;3.8070317;4.109365100000001;4.4350476500000005;4.84809905;5.2501745500000006;5.552200050000001;5.868749;6.129574450000001;6.3759562;6.5822513;6.7927797000000005;6.9449664;7.1001685000000005;7.181139900000001;7.263212050000001;7.298668650000001;7.335912100000001
IMAGE 3.3;CONS_19;TUR;Resources|Nitrogen|Cropland Budget|Inputs|Biological Fixation;Mt Nr/yr;0.170508245;0.1742274;0.18415451500000002;0.239574995;0.26106709;0.263140765;0.257261575;0.273599555;0.270142575;0.28271002;0.305684165;0.30467761000000004;0.31221474000000005;0.31784287;0.320101205;0.315114922;0.310578356;0.31111622450000004;0.31138132550000003;0.311895939;0.31493360400000003;0.31896274550000003;0.32331320900000005;0.32600396550000005;0.32899649400000003;0.3308228905;0.33189684150000004
IMAGE 3.3;CONS_19;UKR;Resources|Nitrogen|Cropland Budget|Inputs|Biological Fixation;Mt Nr/yr;0.29233802000000003;0.30162881;0.285322305;0.31517877;0.310542115;0.271042235;0.24051160000000002;0.26022721000000004;0.30984413;0.41722413500000005;0.39210160000000005;0.41297199850000005;0.42504280200000005;0.418041043;0.41286945700000005;0.40380817900000004;0.40523169000000003;0.41476240200000003;0.42167901700000004;0.43300701700000005;0.4442149145;0.44226260650000004;0.44541084550000004;0.4456290955;0.445542543;0.443556867;0.441284459
IMAGE 3.3;CONS_19;USA;Resources|Nitrogen|Cropland Budget|Inputs|Biological Fixation;Mt Nr/yr;2.87087585;3.3138619;4.0582455;5.2874504;5.3412996;5.941010100000001;6.42010255;6.490230400000001;5.952493700000001;7.09243145;7.005608400000001;7.348717700000001;7.7447577;7.75972665;7.719068600000001;7.4013058;6.98647325;6.815734600000001;6.6412887000000005;6.4999662;6.361740200000001;6.1977503;6.041957050000001;5.8854682;5.7342388;5.5720235;5.40852615
IMAGE 3.3;CONS_19;WAF;Resources|Nitrogen|Cropland Budget|Inputs|Biological Fixation;Mt Nr/yr;0.5423387000000001;0.5574714000000001;0.5847551000000001;0.6091462000000001;0.6989699500000001;0.7946481000000001;0.9141763;1.015906;1.18020645;1.3606337000000002;1.52963515;1.7773657;2.01009215;2.31512975;2.6046288;2.9633004;3.34696075;3.5077142;3.6508806000000003;3.8173471;3.9800484500000004;4.1126354;4.24631035;4.3259168;4.4065738;4.4645563;4.525872000000001
IMAGE 3.3;CONS_19;World;Resources|Nitrogen|Cropland Budget|Inputs|Biological Fixation;Mt Nr/yr;13.578327000000002;14.757451000000001;16.555501;19.393332;20.102485;21.809373;23.893344000000003;26.39655;27.899638000000003;32.293657;34.100758;35.359912;36.806198;37.941032;39.069296;39.532815;39.947419000000004;40.185426;40.281606000000004;40.560026;41.006517;41.078477;41.192296000000006;41.132114;41.089433;40.899170000000005;40.649116
IMAGE 3.3;REF;STAN;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.6459675095;1.0234527662000001;1.1520368140000001;1.527158311;1.218527092;0.5284061778000001;0.7598316805;0.7463409872000001;0.959985802;1.3146373775;1.416416541;1.367701912;1.2900969050000002;1.1489905215;1.0182503015;0.9045020355000001;0.7976907565000001;0.837887143;0.8762433125000001;0.905528269;0.9094884675;0.9411049565;0.9823821915000001;1.0245649075;1.0590629965;1.0880639220000001;1.1306116830000001
IMAGE 3.3;REF;BRA;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.1456711555;0.21468356100000002;0.48058589;0.44106849000000004;0.42025776600000003;0.618196052;0.938862174;1.249716658;1.7304387040000002;1.952013242;3.2787109200000004;4.35754751;4.14765663;4.598149970000001;5.7049153100000005;6.28606373;6.1866707100000005;5.7921939;5.97509785;6.11897714;6.28308374;6.394730490000001;6.5002339000000005;6.56310778;6.64505292;6.72667675;6.8583589300000005
IMAGE 3.3;REF;CAN;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.2827345825;0.5456725960000001;0.9119542662000001;1.1943348415000001;1.127679624;1.527700338;1.52563124;1.737049446;2.009520062;2.530354768;2.9945261120000004;3.2540936200000004;3.5127625520000003;3.806933088;4.119830436;4.414021624;4.732692944;4.897450856000001;5.05974944;5.2461894440000005;5.42844426;5.600836204;5.774860584000001;5.957576308;6.137428844;6.342447180000001;6.546406124000001
IMAGE 3.3;REF;RCAM;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.3560780075;0.3775435855;0.509123228;0.5827919960000001;0.6006600950000001;0.505694726;0.564740126;0.43130467800000005;0.501233108;0.602687992;0.73086879;0.9672342800000001;1.039957062;1.0114137220000001;0.9683579840000001;0.917946078;0.821422258;0.816152512;0.8402201880000001;0.867884058;0.8994255240000001;0.9254722580000001;0.9475869160000001;0.9660884700000001;0.9877761140000001;1.001426108;1.0182783560000002
IMAGE 3.3;REF;CHN;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;3.5849397;5.25563981;12.33364096;14.06814682;19.783829020000002;24.000432200000002;22.3594988;27.0160081;29.88682;31.123560100000002;22.369783100000003;24.33582457;26.78543996;28.331973540000003;29.81100796;31.255251480000002;32.81813867;32.8114395;32.744528120000005;32.58442187;32.44781818;32.16101338;31.84166391;31.327741420000002;30.82065602;30.223353340000003;29.64868839
IMAGE 3.3;REF;EAF;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.0762095018;0.1408594428;0.1366973954;0.1639561675;0.1728354402;0.1291950164;0.20011294200000002;0.21086386350000003;0.383298994;0.4580920015;0.8282260850000001;1.1935172870000001;1.9055630200000002;2.71896988;3.6108083520000003;4.73375256;5.6834166360000005;6.158722214;6.636552254000001;7.195266006000001;7.773692696;8.085125926;8.454993854000001;8.728095360000001;9.007064874000001;9.272547042000001;9.567067250000001
IMAGE 3.3;REF;CEU;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;2.4990421291000002;3.5254467378000003;3.8075004849000003;4.193024586;3.1444601876;1.93409196448;2.256295825057;2.535438461066;2.7573384047;3.11517396306;3.20919797211;3.303919134102;3.4219799033400005;3.4743745573590004;3.524378237863;3.545827518312;3.565973533777;3.621965577082;3.6773301202270003;3.7188614074690003;3.7610689682810006;3.7887882490390004;3.815339417508;3.827978154148;3.839588359797;3.838365594578;3.8371370203670003
IMAGE 3.3;REF;WEU;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;5.020913166000001;6.04078007;7.38999306;7.968176748;7.529611368;6.7037531260000005;6.656457312000001;6.354423516000001;6.161605178;6.942369372000001;6.61532603;6.580681846;6.526853346;6.4556474360000005;6.259271936;6.079274258000001;5.991185608;6.132467408;6.262900458000001;6.369017884000001;6.476047806;6.58565674;6.6908507;6.788238990000001;6.880217236;6.9729635960000005;7.060973512
IMAGE 3.3;REF;INDIA;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;1.4789999500000002;2.74859971;3.67809994;5.750000170000001;7.565499190000001;9.82285208;10.920199890000001;12.7239106;16.4506532;17.3722995;20.404000800000002;22.7102678;25.259586600000002;26.5969364;27.9347999;28.699205300000003;29.5046955;29.8332066;30.169686600000002;30.3175127;30.5246317;30.6056768;30.650165700000002;30.6141089;30.571327300000004;30.578353300000003;30.573449200000002
IMAGE 3.3;REF;INDO;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.2027419815;0.3453000042;0.853931003;1.304200076;1.615300014;1.852000056;1.9691000580000002;2.42577599;2.800540954;2.83927225;3.5674052580000004;4.438846554;5.547694956;6.489443196000001;7.541047518;8.692205568;10.005982964000001;10.378297152;10.748860196;11.061872636;11.384580680000001;11.645297228;11.906225044000001;12.065068884;12.240487312;12.350348688;12.471241196000001
IMAGE 3.3;REF;JAP;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.614102786;0.5973284360000001;0.5639851180000001;0.6341312600000001;0.575107186;0.497756625;0.45383741400000005;0.43604656950000004;0.3774725795;0.3300889125;0.3251411865;0.33249041100000004;0.3432346585;0.351612311;0.36195356700000003;0.36382643800000003;0.36402668000000005;0.357873502;0.35043937150000004;0.337898328;0.32631954;0.31289437080000004;0.29874900280000005;0.2854697792;0.27250153250000003;0.26142850380000004;0.25044370850000003
IMAGE 3.3;REF;KOR;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.560549998;0.7316779800000001;0.9624150260000001;0.9384541820000001;1.020925788;0.5620289860000001;0.576517004;0.505886996;0.352173;0.305707987;0.259094005;0.265888742;0.273913931;0.28413428100000004;0.28331975800000003;0.282206049;0.292343607;0.292642254;0.29851859000000003;0.291279754;0.289843597;0.291834759;0.28315084700000004;0.27380585900000004;0.27553946500000004;0.264191815;0.271624888
IMAGE 3.3;REF;MEX;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.323523657;0.57629145;0.7211120430000001;0.936312162;1.0434928540000001;0.849614568;1.309314936;1.2004281110000001;1.0658906375000001;1.1067889845;1.4271369680000001;1.371791271;1.31108862;1.2688054165;1.28066283;1.2888595905;1.264652026;1.2817997395;1.3151008935000001;1.3529183005;1.3942606335;1.4331800350000001;1.4579470190000001;1.473620181;1.4942068380000002;1.503004873;1.5159997920000001
IMAGE 3.3;REF;ME;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.1468747767;0.294479098;0.497027457;0.9276050880000001;1.171920988;1.291555054;1.629255412;1.7821470920000002;1.4034711880000001;0.9387858880000001;1.37813202;1.536503964;1.703201704;1.850488836;1.9906138720000002;2.13723468;2.30049428;2.3405474600000002;2.3888160760000003;2.4603498480000003;2.501414328;2.5331286960000003;2.5531804080000002;2.5848239580000003;2.606815578;2.62225022;2.62670738
IMAGE 3.3;REF;NAF;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.413373969;0.5316682545;0.7302462275;0.8921938650000001;0.9863716020000001;1.137814898;1.3259439510000002;1.60161294;1.4536663950000002;1.522398428;1.6087961130000001;1.7649776940000002;1.9078155680000002;1.9799121640000001;2.045033076;2.109646972;2.1764147250000003;2.255723091;2.344138686;2.478624748;2.630921766;2.7097328220000003;2.8115267480000004;2.9470793160000004;3.0560630800000004;3.1745266720000003;3.3057737420000004
IMAGE 3.3;REF;OCE;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.13164663717;0.17932892903;0.27014918880000005;0.36424762244000003;0.4716900949;0.7466949180000001;1.036675237;1.118183155;1.1432526656;1.5162674850000002;1.5748477735000002;1.4655439875;1.3745469052000001;1.2663327438;1.3080553175;1.2237405748;1.1234738552;1.1761048478;1.1753549548;1.1600568718;1.1155419628;1.163397645;1.164604312;1.1686001488;1.1709270628;1.1692881205;1.1676806102000001
IMAGE 3.3;REF;RUS;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;2.1601686900000003;3.408155422;3.8205726980000003;5.0326960320000005;4.034539802;0.8150831885;0.778568378;0.7251080665;1.0166576375;1.1934806845;1.888267166;2.211226077;2.553852576;2.8623422780000003;3.195993617;3.532748986;3.882454967;4.117611817;4.35453298;4.5747545050000005;4.76806586;4.988982024;5.209727888000001;5.404123473;5.58988814;5.7753455680000005;5.949163744000001
IMAGE 3.3;REF;RSAF;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.09903599469;0.1496789891;0.22657400100000002;0.20494522580000002;0.20915699550000003;0.16593899380000002;0.1630418835;0.22726303250000002;0.401771731;0.462959053;0.768460962;0.885371722;0.9198590560000001;0.9819229340000001;1.025070994;1.1925278000000001;1.3027160880000002;1.522522176;1.7451540280000002;1.9243306000000002;2.1239241040000003;2.231613072;2.361934174;2.438528642;2.514545772;2.5670072480000004;2.629336624
IMAGE 3.3;REF;RSAS;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.42038398000000005;0.666358;1.257795946;1.6826310640000002;2.26924811;3.1366971500000003;3.4752060300000003;4.01787078;4.66019989;4.8307408;5.31109308;6.3113087000000005;7.16143745;7.84544378;8.549188990000001;9.10794321;9.56407435;9.872264040000001;10.188912010000001;10.431324830000001;10.68740635;10.928034440000001;11.14906008;11.36118147;11.576005680000002;11.746210920000001;11.90984132
IMAGE 3.3;REF;SAF;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.1779139192;0.2818537645;0.4593926675;0.3679319165;0.37460909400000003;0.3856022725;0.4096719515;0.3451819312;0.38931030850000004;0.3544729065;0.584244208;0.6057494920000001;0.6400190880000001;0.669087626;0.6941158460000001;0.7085508810000001;0.7252161890000001;0.7810275680000001;0.836910342;0.888489276;0.939597428;0.9777193300000001;1.0147200920000001;1.06296736;1.110829472;1.1551910220000001;1.203832698
IMAGE 3.3;REF;SEAS;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.417793016;0.537199988;0.6635989840000001;1.1629710640000002;1.7252320300000001;2.348437988;3.262690848;3.4335860040000004;4.161196868;4.25300292;4.726872950000001;5.020539820000001;5.55385827;5.90368389;6.2256032800000005;6.546786600000001;6.895513080000001;7.05167792;7.185617270000001;7.288672790000001;7.414674890000001;7.511398580000001;7.599897220000001;7.66320697;7.746589620000001;7.7966183000000004;7.8512965
IMAGE 3.3;REF;RSAM;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.265885033;0.344706923;0.508411708;0.66139176;0.899379546;1.098438332;1.44906354;1.70614661;2.18985941;2.07994278;2.8341093400000004;3.2824353200000003;3.6938871000000004;4.2108298600000005;4.767723060000001;5.3688239300000005;6.075822570000001;6.303480830000001;6.5367445900000005;6.75211243;6.92386671;7.08019393;7.241250630000001;7.422287720000001;7.6312661;7.76923919;7.93278303
IMAGE 3.3;REF;TUR;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.22830103520000003;0.4559832602;0.7633732005;0.8637989035000001;1.1202396085000002;0.9745460960000001;1.245574081;1.20113204;1.218196497;1.2314769140000001;1.6804110540000001;1.694967335;1.690887674;1.635670538;1.609930016;1.58368376;1.556221507;1.613093069;1.660844353;1.667640537;1.690889834;1.765177545;1.811575653;1.843106176;1.8695923650000001;1.899724154;1.9241543060000001
IMAGE 3.3;REF;UKR;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;1.297117652;2.0608370000000003;2.3152597200000002;3.0629026400000003;2.4526160200000002;0.8161469100000001;0.552213456;0.702395788;1.19405453;1.343126824;2.0585735720000002;2.1803166800000002;2.3092512600000004;2.4569727400000003;2.5998421;2.746038732;2.8935502800000004;3.053782416;3.219720284;3.398015404;3.571447188;3.692377924;3.813577372;3.8974390000000003;3.986366716;4.0619986400000005;4.13965198
IMAGE 3.3;REF;USA;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;6.952877548;8.627772202000001;10.337049740000001;9.46783394;9.866219978;10.658285150000001;10.400752072000001;10.55938252;11.213916410000001;11.38597893;11.56412575;12.319615800000001;12.81760751;13.063754470000001;13.275021370000001;13.332263800000002;13.374831896000002;13.660994212;13.721606372;13.830809912000001;14.094675604;14.219211508;14.189100002000002;14.161018208000002;14.127089510000001;13.979584438000002;13.814762152
IMAGE 3.3;REF;WAF;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.045722998380000004;0.0875379928;0.16030599350000002;0.2015799825;0.289619999;0.225046976;0.259943001;0.38822429;0.538318006;0.561420036;0.99485095;2.03750166;2.49698578;3.3690354300000003;4.03034898;4.60346091;5.13083369;5.54140997;5.9252906;6.28300912;6.542946850000001;6.866296360000001;7.23292292;7.55632074;7.984972750000001;8.2388238;8.556732100000001
IMAGE 3.3;REF;World;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;28.548571520000003;39.748835500000006;55.5108358;64.59448300000001;71.6890305;73.3320106;76.47899670000001;85.38141990000001;96.42083050000001;101.6671031;104.39861780000001;115.79586490000001;126.18903590000001;134.63284240000002;143.73514160000002;151.65638560000002;159.0305017;162.5023394;166.2388809;169.5058123;172.90406330000002;175.4388811;177.7572072;179.406138;181.2018543;182.379005;183.7619794
IMAGE 3.3;TECH_19;STAN;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.6459675095;1.0234527662000001;1.1520368140000001;1.527158311;1.218527092;0.5284061778000001;0.7598316805;0.7463409872000001;0.959985802;1.3146373745000002;1.4164165455000002;1.4392736845;1.4721559940000002;1.4337619755000002;1.4146666860000001;1.343894551;1.2906298265;1.3591526135;1.406217531;1.4595782620000002;1.4841173140000001;1.5033835225;1.5269505700000001;1.5464511200000002;1.560482836;1.5631655415;1.560540008
IMAGE 3.3;TECH_19;BRA;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.1456711555;0.21468356100000002;0.48058589;0.44106849000000004;0.42025776600000003;0.618196052;0.938862174;1.249716658;1.7304387040000002;1.952013242;3.2806198500000003;4.53443082;4.7295899200000004;5.61884908;6.45186087;7.826849920000001;9.450866580000001;10.03245498;10.76303289;11.242181610000001;11.709430520000002;12.013112110000002;12.251647980000001;12.51135569;12.857379600000002;13.21403364;13.30603744
IMAGE 3.3;TECH_19;CAN;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.2827345825;0.5456725960000001;0.9119542662000001;1.1943348415000001;1.127679624;1.527700338;1.52563124;1.737049446;2.009520062;2.530354768;2.994454116;2.9571926360000003;2.9065772520000004;2.908340008;2.911516196;2.903310208;2.897059804;2.9715041720000004;3.0465634400000003;3.0975900480000003;3.144820272;3.159855184;3.1772165520000004;3.1795028760000004;3.1815517160000004;3.190939724;3.1988265960000004
IMAGE 3.3;TECH_19;RCAM;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.3560780075;0.3775435855;0.509123228;0.5827919960000001;0.6006600950000001;0.505694726;0.564740126;0.43130467800000005;0.501233108;0.602687992;0.73086879;0.724923592;0.661392084;0.625741092;0.5593789920000001;0.526753704;0.50976317;0.525539076;0.557743858;0.577310014;0.594277048;0.6090548600000001;0.624354202;0.628448608;0.63250768;0.639031376;0.652137552
IMAGE 3.3;TECH_19;CHN;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;3.5849397;5.25563981;12.33364096;14.06814682;19.783829020000002;24.000432200000002;22.3594988;27.0160081;29.8868134;31.123565820000003;22.369780220000003;22.98534846;23.96981617;23.880557080000003;23.656523720000003;23.38368626;23.09629701;23.05279596;23.03577636;22.92062959;22.77545178;22.50887007;22.2406003;21.897782720000002;21.532110810000002;21.150914370000002;20.7671104
IMAGE 3.3;TECH_19;EAF;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.0762095018;0.1408594428;0.1366973954;0.1639561675;0.1728354402;0.1291950164;0.20011294200000002;0.21086386350000003;0.383298994;0.4580920015;0.8282260850000001;0.514108173;0.849508396;1.24738031;1.5941658220000001;1.888123602;2.10948871;2.257571534;2.488657088;2.7329092800000003;3.0399561540000004;3.1762288080000003;3.25155298;3.3597893900000004;3.5549063600000004;3.7497966640000002;3.879886946
IMAGE 3.3;TECH_19;CEU;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;2.4990421291000002;3.5254467378000003;3.8075004849000003;4.193024586;3.1444601876;1.93409196448;2.256295825057;2.535438461066;2.7573384047;3.11517396306;3.20917384412;3.31676860749;3.45141565718;3.560529575492;3.654873943164;3.7596894521090003;3.868000742523;3.9187670403520003;3.968385482742;3.99099275893;4.01158541925;4.021610864828;4.03175478831;4.0320254523;4.03041167129;4.0210012283;4.014369647980001
IMAGE 3.3;TECH_19;WEU;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;5.020913166000001;6.04078007;7.38999306;7.968176748;7.529611368;6.7037531260000005;6.656457312000001;6.354423516000001;6.161605178;6.942369372000001;6.615246890000001;6.453693078000001;6.355434166;6.600188274000001;6.844904312000001;7.274061802;7.673181708;7.881161656000001;8.072172238;8.149466394000001;8.220787132;8.319887252000001;8.455574642;8.580539174;8.668082968;8.719546294;8.83337824
IMAGE 3.3;TECH_19;INDIA;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;1.4789999500000002;2.74859971;3.67809994;5.750000170000001;7.565499190000001;9.82285208;10.920199890000001;12.7239106;16.4506532;17.372299700000003;20.4039998;18.303507200000002;17.2541006;15.346372400000002;13.659300900000002;11.9677498;10.44941726;10.6968668;10.96023824;10.94911604;10.94637524;10.99416234;11.053602060000001;11.120828710000001;11.1881;11.33551175;11.48118689
IMAGE 3.3;TECH_19;INDO;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.2027419815;0.3453000042;0.853931003;1.304200076;1.615300014;1.852000056;1.9691000580000002;2.42577599;2.800540954;2.83927225;3.5674049460000004;4.313389052000001;5.32397337;6.023313896;6.802180712;7.486503774000001;8.236190976000001;8.443567576000001;8.647888156;8.858354612000001;9.074600288000001;9.266160376;9.4539217;9.632080968;9.802384872000001;9.983563168;10.168843780000001
IMAGE 3.3;TECH_19;JAP;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.614102786;0.5973284360000001;0.5639851180000001;0.6341312600000001;0.575107186;0.497756625;0.45383741400000005;0.43604656950000004;0.3774725795;0.3300889125;0.3251411865;0.2648577065;0.21799313780000001;0.185330393;0.1589456162;0.149302781;0.142423412;0.1449620702;0.1482416528;0.1486220454;0.1492998264;0.14824873640000003;0.14780849340000002;0.1425490546;0.138389169;0.1312838251;0.1246364908
IMAGE 3.3;TECH_19;KOR;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.560549998;0.7316779800000001;0.9624150260000001;0.9384541820000001;1.020925788;0.5620289860000001;0.576517004;0.505886996;0.352173;0.305707987;0.259093998;0.22659848400000002;0.21031701800000002;0.197834487;0.176514632;0.159597283;0.14515249900000002;0.143153631;0.1424634485;0.14048362550000001;0.14288706950000002;0.140895981;0.13970205900000002;0.13647612450000002;0.135186428;0.135206226;0.12986372200000001
IMAGE 3.3;TECH_19;MEX;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.323523657;0.57629145;0.7211120430000001;0.936312162;1.0434928540000001;0.849614568;1.309314936;1.2004281110000001;1.0658906375000001;1.1067889845;1.4271369690000002;1.301342629;1.2071045035;1.2012886175000002;1.1723792875;1.2263113540000001;1.277684735;1.332741543;1.3836146690000002;1.428385891;1.474572612;1.521014271;1.563560362;1.592229617;1.613089671;1.624490801;1.6387464330000001
IMAGE 3.3;TECH_19;ME;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.1468747767;0.294479098;0.497027457;0.9276050880000001;1.171920988;1.291555054;1.629255412;1.7821470920000002;1.4034711880000001;0.9387858880000001;1.37813202;1.188680044;1.022499306;0.6994232060000001;0.47004531000000005;0.1956169825;0.0;0.09336849760000002;0.1131820867;0.012250721190000001;0.0;0.0;0.0;0.01735800779;0.0;0.0;0.0
IMAGE 3.3;TECH_19;NAF;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.413373969;0.5316682545;0.7302462275;0.8921938650000001;0.9863716020000001;1.137814898;1.3259439510000002;1.60161294;1.4536663950000002;1.522398428;1.6087961130000001;1.506788406;1.415617557;1.3758626520000001;1.34568313;1.3802349580000002;1.412717962;1.580642104;1.7511915550000001;1.807336454;1.8651326650000002;2.032133027;2.1938225030000003;2.3563456520000003;2.521944164;2.646321903;2.7664949840000004
IMAGE 3.3;TECH_19;OCE;Resources|Nitrogen|Cropland Budget|Inputs|Fertilizer;Mt Nr/yr;0.13164663717;0.17932892903;0.27014918880000005;0.36424762244000003;0.4716900949;0.7466949180000001;1.036675237;1.118183155;1.1432526656;1.5162674850000002;1.5748477730000001;1.380343864;1.2355617598;1.2165776718;1.1689151148;1.0795125615999999;0.9941465316000001;0.9896354121000001;1.0171484264000001;1.0216222531;1.0402897088;1.0557535172;1.0367436531;1.0121073955000002;0.9965891590000001;1.0081892678;1.0110432741000002
